group,x,y,prior
data,-1,0.0061419010509710225,"Uniform(-Inf, Inf)"
data,-1,0.0061419010509710225,"N(-50, 10)"
data,-1,0.0061419010509710225,"N(-50, 50)"
data,-1,0.0061419010509710225,"N(0, 50)"
data,-1,0.0061419010509710225,"N(0, 10)"
data,0,0.007830035535337475,"Uniform(-Inf, Inf)"
data,0,0.007830035535337475,"N(-50, 10)"
data,0,0.007830035535337475,"N(-50, 50)"
data,0,0.007830035535337475,"N(0, 50)"
data,0,0.007830035535337475,"N(0, 10)"
data,1,0.009832641658160633,"Uniform(-Inf, Inf)"
data,1,0.009832641658160633,"N(-50, 10)"
data,1,0.009832641658160633,"N(-50, 50)"
data,1,0.009832641658160633,"N(0, 50)"
data,1,0.009832641658160633,"N(0, 10)"
data,2,0.012162483169120364,"Uniform(-Inf, Inf)"
data,2,0.012162483169120364,"N(-50, 10)"
data,2,0.012162483169120364,"N(-50, 50)"
data,2,0.012162483169120364,"N(0, 50)"
data,2,0.012162483169120364,"N(0, 10)"
data,3,0.014819032618234577,"Uniform(-Inf, Inf)"
data,3,0.014819032618234577,"N(-50, 10)"
data,3,0.014819032618234577,"N(-50, 50)"
data,3,0.014819032618234577,"N(0, 50)"
data,3,0.014819032618234577,"N(0, 10)"
data,4,0.017785374607039897,"Uniform(-Inf, Inf)"
data,4,0.017785374607039897,"N(-50, 10)"
data,4,0.017785374607039897,"N(-50, 50)"
data,4,0.017785374607039897,"N(0, 50)"
data,4,0.017785374607039897,"N(0, 10)"
data,5,0.021025761868922282,"Uniform(-Inf, Inf)"
data,5,0.021025761868922282,"N(-50, 10)"
data,5,0.021025761868922282,"N(-50, 50)"
data,5,0.021025761868922282,"N(0, 50)"
data,5,0.021025761868922282,"N(0, 10)"
data,6,0.02448420613489939,"Uniform(-Inf, Inf)"
data,6,0.02448420613489939,"N(-50, 10)"
data,6,0.02448420613489939,"N(-50, 50)"
data,6,0.02448420613489939,"N(0, 50)"
data,6,0.02448420613489939,"N(0, 10)"
data,7,0.028084446844320446,"Uniform(-Inf, Inf)"
data,7,0.028084446844320446,"N(-50, 10)"
data,7,0.028084446844320446,"N(-50, 50)"
data,7,0.028084446844320446,"N(0, 50)"
data,7,0.028084446844320446,"N(0, 10)"
data,8,0.031731549719683595,"Uniform(-Inf, Inf)"
data,8,0.031731549719683595,"N(-50, 10)"
data,8,0.031731549719683595,"N(-50, 50)"
data,8,0.031731549719683595,"N(0, 50)"
data,8,0.031731549719683595,"N(0, 10)"
data,9,0.035315247379185975,"Uniform(-Inf, Inf)"
data,9,0.035315247379185975,"N(-50, 10)"
data,9,0.035315247379185975,"N(-50, 50)"
data,9,0.035315247379185975,"N(0, 50)"
data,9,0.035315247379185975,"N(0, 10)"
data,10,0.03871495725004344,"Uniform(-Inf, Inf)"
data,10,0.03871495725004344,"N(-50, 10)"
data,10,0.03871495725004344,"N(-50, 50)"
data,10,0.03871495725004344,"N(0, 50)"
data,10,0.03871495725004344,"N(0, 10)"
data,11,0.04180621759575768,"Uniform(-Inf, Inf)"
data,11,0.04180621759575768,"N(-50, 10)"
data,11,0.04180621759575768,"N(-50, 50)"
data,11,0.04180621759575768,"N(0, 50)"
data,11,0.04180621759575768,"N(0, 10)"
data,12,0.044468095601253255,"Uniform(-Inf, Inf)"
data,12,0.044468095601253255,"N(-50, 10)"
data,12,0.044468095601253255,"N(-50, 50)"
data,12,0.044468095601253255,"N(0, 50)"
data,12,0.044468095601253255,"N(0, 10)"
data,13,0.04659096932544943,"Uniform(-Inf, Inf)"
data,13,0.04659096932544943,"N(-50, 10)"
data,13,0.04659096932544943,"N(-50, 50)"
data,13,0.04659096932544943,"N(0, 50)"
data,13,0.04659096932544943,"N(0, 10)"
data,14,0.04808399272587373,"Uniform(-Inf, Inf)"
data,14,0.04808399272587373,"N(-50, 10)"
data,14,0.04808399272587373,"N(-50, 50)"
data,14,0.04808399272587373,"N(0, 50)"
data,14,0.04808399272587373,"N(0, 10)"
data,15,0.04888153787330871,"Uniform(-Inf, Inf)"
data,15,0.04888153787330871,"N(-50, 10)"
data,15,0.04888153787330871,"N(-50, 50)"
data,15,0.04888153787330871,"N(0, 50)"
data,15,0.04888153787330871,"N(0, 10)"
data,16,0.048947978472991475,"Uniform(-Inf, Inf)"
data,16,0.048947978472991475,"N(-50, 10)"
data,16,0.048947978472991475,"N(-50, 50)"
data,16,0.048947978472991475,"N(0, 50)"
data,16,0.048947978472991475,"N(0, 10)"
data,17,0.04828032903694299,"Uniform(-Inf, Inf)"
data,17,0.04828032903694299,"N(-50, 10)"
data,17,0.04828032903694299,"N(-50, 50)"
data,17,0.04828032903694299,"N(0, 50)"
data,17,0.04828032903694299,"N(0, 10)"
data,18,0.04690846735430236,"Uniform(-Inf, Inf)"
data,18,0.04690846735430236,"N(-50, 10)"
data,18,0.04690846735430236,"N(-50, 50)"
data,18,0.04690846735430236,"N(0, 50)"
data,18,0.04690846735430236,"N(0, 10)"
data,19,0.04489291716616797,"Uniform(-Inf, Inf)"
data,19,0.04489291716616797,"N(-50, 10)"
data,19,0.04489291716616797,"N(-50, 50)"
data,19,0.04489291716616797,"N(0, 50)"
data,19,0.04489291716616797,"N(0, 10)"
data,20,0.04232042027791446,"Uniform(-Inf, Inf)"
data,20,0.04232042027791446,"N(-50, 10)"
data,20,0.04232042027791446,"N(-50, 50)"
data,20,0.04232042027791446,"N(0, 50)"
data,20,0.04232042027791446,"N(0, 10)"
data,21,0.039297749349449795,"Uniform(-Inf, Inf)"
data,21,0.039297749349449795,"N(-50, 10)"
data,21,0.039297749349449795,"N(-50, 50)"
data,21,0.039297749349449795,"N(0, 50)"
data,21,0.039297749349449795,"N(0, 10)"
data,22,0.035944375783597084,"Uniform(-Inf, Inf)"
data,22,0.035944375783597084,"N(-50, 10)"
data,22,0.035944375783597084,"N(-50, 50)"
data,22,0.035944375783597084,"N(0, 50)"
data,22,0.035944375783597084,"N(0, 10)"
data,23,0.032384692302703126,"Uniform(-Inf, Inf)"
data,23,0.032384692302703126,"N(-50, 10)"
data,23,0.032384692302703126,"N(-50, 50)"
data,23,0.032384692302703126,"N(0, 50)"
data,23,0.032384692302703126,"N(0, 10)"
data,24,0.02874048981934046,"Uniform(-Inf, Inf)"
data,24,0.02874048981934046,"N(-50, 10)"
data,24,0.02874048981934046,"N(-50, 50)"
data,24,0.02874048981934046,"N(0, 50)"
data,24,0.02874048981934046,"N(0, 10)"
data,25,0.02512430848991714,"Uniform(-Inf, Inf)"
data,25,0.02512430848991714,"N(-50, 10)"
data,25,0.02512430848991714,"N(-50, 50)"
data,25,0.02512430848991714,"N(0, 50)"
data,25,0.02512430848991714,"N(0, 10)"
data,26,0.02163413973233062,"Uniform(-Inf, Inf)"
data,26,0.02163413973233062,"N(-50, 10)"
data,26,0.02163413973233062,"N(-50, 50)"
data,26,0.02163413973233062,"N(0, 50)"
data,26,0.02163413973233062,"N(0, 10)"
data,27,0.018349773375662685,"Uniform(-Inf, Inf)"
data,27,0.018349773375662685,"N(-50, 10)"
data,27,0.018349773375662685,"N(-50, 50)"
data,27,0.018349773375662685,"N(0, 50)"
data,27,0.018349773375662685,"N(0, 10)"
data,28,0.01533088905801815,"Uniform(-Inf, Inf)"
data,28,0.01533088905801815,"N(-50, 10)"
data,28,0.01533088905801815,"N(-50, 50)"
data,28,0.01533088905801815,"N(0, 50)"
data,28,0.01533088905801815,"N(0, 10)"
data,29,0.012616809279772033,"Uniform(-Inf, Inf)"
data,29,0.012616809279772033,"N(-50, 10)"
data,29,0.012616809279772033,"N(-50, 50)"
data,29,0.012616809279772033,"N(0, 50)"
data,29,0.012616809279772033,"N(0, 10)"
data,30,0.01022768389251445,"Uniform(-Inf, Inf)"
data,30,0.01022768389251445,"N(-50, 10)"
data,30,0.01022768389251445,"N(-50, 50)"
data,30,0.01022768389251445,"N(0, 50)"
data,30,0.01022768389251445,"N(0, 10)"
data,31,0.008166775491951423,"Uniform(-Inf, Inf)"
data,31,0.008166775491951423,"N(-50, 10)"
data,31,0.008166775491951423,"N(-50, 50)"
data,31,0.008166775491951423,"N(0, 50)"
data,31,0.008166775491951423,"N(0, 10)"
data,32,0.006423467013114346,"Uniform(-Inf, Inf)"
data,32,0.006423467013114346,"N(-50, 10)"
data,32,0.006423467013114346,"N(-50, 50)"
data,32,0.006423467013114346,"N(0, 50)"
data,32,0.006423467013114346,"N(0, 10)"
data,33,0.004976613816526271,"Uniform(-Inf, Inf)"
data,33,0.004976613816526271,"N(-50, 10)"
data,33,0.004976613816526271,"N(-50, 50)"
data,33,0.004976613816526271,"N(0, 50)"
data,33,0.004976613816526271,"N(0, 10)"
data,34,0.0037979036697930366,"Uniform(-Inf, Inf)"
data,34,0.0037979036697930366,"N(-50, 10)"
data,34,0.0037979036697930366,"N(-50, 50)"
data,34,0.0037979036697930366,"N(0, 50)"
data,34,0.0037979036697930366,"N(0, 10)"
data,35,0.0028549565994675646,"Uniform(-Inf, Inf)"
data,35,0.0028549565994675646,"N(-50, 10)"
data,35,0.0028549565994675646,"N(-50, 50)"
data,35,0.0028549565994675646,"N(0, 50)"
data,35,0.0028549565994675646,"N(0, 10)"
data,36,0.0021139788474485036,"Uniform(-Inf, Inf)"
data,36,0.0021139788474485036,"N(-50, 10)"
data,36,0.0021139788474485036,"N(-50, 50)"
data,36,0.0021139788474485036,"N(0, 50)"
data,36,0.0021139788474485036,"N(0, 10)"
data,37,0.0015418684632820857,"Uniform(-Inf, Inf)"
data,37,0.0015418684632820857,"N(-50, 10)"
data,37,0.0015418684632820857,"N(-50, 50)"
data,37,0.0015418684632820857,"N(0, 50)"
data,37,0.0015418684632820857,"N(0, 10)"
data,38,0.0011077444307143528,"Uniform(-Inf, Inf)"
data,38,0.0011077444307143528,"N(-50, 10)"
data,38,0.0011077444307143528,"N(-50, 50)"
data,38,0.0011077444307143528,"N(0, 50)"
data,38,0.0011077444307143528,"N(0, 10)"
data,39,7.839301833255694e-4,"Uniform(-Inf, Inf)"
data,39,7.839301833255694e-4,"N(-50, 10)"
data,39,7.839301833255694e-4,"N(-50, 50)"
data,39,7.839301833255694e-4,"N(0, 50)"
data,39,7.839301833255694e-4,"N(0, 10)"
data,40,5.4646299566468e-4,"Uniform(-Inf, Inf)"
data,40,5.4646299566468e-4,"N(-50, 10)"
data,40,5.4646299566468e-4,"N(-50, 50)"
data,40,5.4646299566468e-4,"N(0, 50)"
data,40,5.4646299566468e-4,"N(0, 10)"
data,41,3.75223208085387e-4,"Uniform(-Inf, Inf)"
data,41,3.75223208085387e-4,"N(-50, 10)"
data,41,3.75223208085387e-4,"N(-50, 50)"
data,41,3.75223208085387e-4,"N(0, 50)"
data,41,3.75223208085387e-4,"N(0, 10)"
data,42,2.537839702766899e-4,"Uniform(-Inf, Inf)"
data,42,2.537839702766899e-4,"N(-50, 10)"
data,42,2.537839702766899e-4,"N(-50, 50)"
data,42,2.537839702766899e-4,"N(0, 50)"
data,42,2.537839702766899e-4,"N(0, 10)"
data,43,1.6907688726154979e-4,"Uniform(-Inf, Inf)"
data,43,1.6907688726154979e-4,"N(-50, 10)"
data,43,1.6907688726154979e-4,"N(-50, 50)"
data,43,1.6907688726154979e-4,"N(0, 50)"
data,43,1.6907688726154979e-4,"N(0, 10)"
data,44,1.1095576232412314e-4,"Uniform(-Inf, Inf)"
data,44,1.1095576232412314e-4,"N(-50, 10)"
data,44,1.1095576232412314e-4,"N(-50, 50)"
data,44,1.1095576232412314e-4,"N(0, 50)"
data,44,1.1095576232412314e-4,"N(0, 10)"
data,45,7.172342839941237e-5,"Uniform(-Inf, Inf)"
data,45,7.172342839941237e-5,"N(-50, 10)"
data,45,7.172342839941237e-5,"N(-50, 50)"
data,45,7.172342839941237e-5,"N(0, 50)"
data,45,7.172342839941237e-5,"N(0, 10)"
data,46,4.566860873797222e-5,"Uniform(-Inf, Inf)"
data,46,4.566860873797222e-5,"N(-50, 10)"
data,46,4.566860873797222e-5,"N(-50, 50)"
data,46,4.566860873797222e-5,"N(0, 50)"
data,46,4.566860873797222e-5,"N(0, 10)"
data,47,2.86431042229921e-5,"Uniform(-Inf, Inf)"
data,47,2.86431042229921e-5,"N(-50, 10)"
data,47,2.86431042229921e-5,"N(-50, 50)"
data,47,2.86431042229921e-5,"N(0, 50)"
data,47,2.86431042229921e-5,"N(0, 10)"
data,48,1.7695708131619022e-5,"Uniform(-Inf, Inf)"
data,48,1.7695708131619022e-5,"N(-50, 10)"
data,48,1.7695708131619022e-5,"N(-50, 50)"
data,48,1.7695708131619022e-5,"N(0, 50)"
data,48,1.7695708131619022e-5,"N(0, 10)"
data,49,1.076865271128145e-5,"Uniform(-Inf, Inf)"
data,49,1.076865271128145e-5,"N(-50, 10)"
data,49,1.076865271128145e-5,"N(-50, 50)"
data,49,1.076865271128145e-5,"N(0, 50)"
data,49,1.076865271128145e-5,"N(0, 10)"
data,50,6.455061097346004e-6,"Uniform(-Inf, Inf)"
data,50,6.455061097346004e-6,"N(-50, 10)"
data,50,6.455061097346004e-6,"N(-50, 50)"
data,50,6.455061097346004e-6,"N(0, 50)"
data,50,6.455061097346004e-6,"N(0, 10)"
data,51,3.811403290964445e-6,"Uniform(-Inf, Inf)"
data,51,3.811403290964445e-6,"N(-50, 10)"
data,51,3.811403290964445e-6,"N(-50, 50)"
data,51,3.811403290964445e-6,"N(0, 50)"
data,51,3.811403290964445e-6,"N(0, 10)"
data,52,2.2167413036931502e-6,"Uniform(-Inf, Inf)"
data,52,2.2167413036931502e-6,"N(-50, 10)"
data,52,2.2167413036931502e-6,"N(-50, 50)"
data,52,2.2167413036931502e-6,"N(0, 50)"
data,52,2.2167413036931502e-6,"N(0, 10)"
data,53,1.2699618754569336e-6,"Uniform(-Inf, Inf)"
data,53,1.2699618754569336e-6,"N(-50, 10)"
data,53,1.2699618754569336e-6,"N(-50, 50)"
data,53,1.2699618754569336e-6,"N(0, 50)"
data,53,1.2699618754569336e-6,"N(0, 10)"
data,54,7.166579369757602e-7,"Uniform(-Inf, Inf)"
data,54,7.166579369757602e-7,"N(-50, 10)"
data,54,7.166579369757602e-7,"N(-50, 50)"
data,54,7.166579369757602e-7,"N(0, 50)"
data,54,7.166579369757602e-7,"N(0, 10)"
data,55,3.983627373027715e-7,"Uniform(-Inf, Inf)"
data,55,3.983627373027715e-7,"N(-50, 10)"
data,55,3.983627373027715e-7,"N(-50, 50)"
data,55,3.983627373027715e-7,"N(0, 50)"
data,55,3.983627373027715e-7,"N(0, 10)"
data,56,2.1811777666656414e-7,"Uniform(-Inf, Inf)"
data,56,2.1811777666656414e-7,"N(-50, 10)"
data,56,2.1811777666656414e-7,"N(-50, 50)"
data,56,2.1811777666656414e-7,"N(0, 50)"
data,56,2.1811777666656414e-7,"N(0, 10)"
data,57,1.176383644435673e-7,"Uniform(-Inf, Inf)"
data,57,1.176383644435673e-7,"N(-50, 10)"
data,57,1.176383644435673e-7,"N(-50, 50)"
data,57,1.176383644435673e-7,"N(0, 50)"
data,57,1.176383644435673e-7,"N(0, 10)"
data,58,6.249603354988709e-8,"Uniform(-Inf, Inf)"
data,58,6.249603354988709e-8,"N(-50, 10)"
data,58,6.249603354988709e-8,"N(-50, 50)"
data,58,6.249603354988709e-8,"N(0, 50)"
data,58,6.249603354988709e-8,"N(0, 10)"
data,59,3.270404661181937e-8,"Uniform(-Inf, Inf)"
data,59,3.270404661181937e-8,"N(-50, 10)"
data,59,3.270404661181937e-8,"N(-50, 50)"
data,59,3.270404661181937e-8,"N(0, 50)"
data,59,3.270404661181937e-8,"N(0, 10)"
data,60,1.6857613516258505e-8,"Uniform(-Inf, Inf)"
data,60,1.6857613516258505e-8,"N(-50, 10)"
data,60,1.6857613516258505e-8,"N(-50, 50)"
data,60,1.6857613516258505e-8,"N(0, 50)"
data,60,1.6857613516258505e-8,"N(0, 10)"
data,61,8.559260689931987e-9,"Uniform(-Inf, Inf)"
data,61,8.559260689931987e-9,"N(-50, 10)"
data,61,8.559260689931987e-9,"N(-50, 50)"
data,61,8.559260689931987e-9,"N(0, 50)"
data,61,8.559260689931987e-9,"N(0, 10)"
data,62,4.280770807930474e-9,"Uniform(-Inf, Inf)"
data,62,4.280770807930474e-9,"N(-50, 10)"
data,62,4.280770807930474e-9,"N(-50, 50)"
data,62,4.280770807930474e-9,"N(0, 50)"
data,62,4.280770807930474e-9,"N(0, 10)"
data,63,2.1088867598057898e-9,"Uniform(-Inf, Inf)"
data,63,2.1088867598057898e-9,"N(-50, 10)"
data,63,2.1088867598057898e-9,"N(-50, 50)"
data,63,2.1088867598057898e-9,"N(0, 50)"
data,63,2.1088867598057898e-9,"N(0, 10)"
data,64,1.0233639296501305e-9,"Uniform(-Inf, Inf)"
data,64,1.0233639296501305e-9,"N(-50, 10)"
data,64,1.0233639296501305e-9,"N(-50, 50)"
data,64,1.0233639296501305e-9,"N(0, 50)"
data,64,1.0233639296501305e-9,"N(0, 10)"
data,65,4.891617746939357e-10,"Uniform(-Inf, Inf)"
data,65,4.891617746939357e-10,"N(-50, 10)"
data,65,4.891617746939357e-10,"N(-50, 50)"
data,65,4.891617746939357e-10,"N(0, 50)"
data,65,4.891617746939357e-10,"N(0, 10)"
data,66,2.303140752281608e-10,"Uniform(-Inf, Inf)"
data,66,2.303140752281608e-10,"N(-50, 10)"
data,66,2.303140752281608e-10,"N(-50, 50)"
data,66,2.303140752281608e-10,"N(0, 50)"
data,66,2.303140752281608e-10,"N(0, 10)"
data,67,1.0681543395028875e-10,"Uniform(-Inf, Inf)"
data,67,1.0681543395028875e-10,"N(-50, 10)"
data,67,1.0681543395028875e-10,"N(-50, 50)"
data,67,1.0681543395028875e-10,"N(0, 50)"
data,67,1.0681543395028875e-10,"N(0, 10)"
data,68,4.8796997429726403e-11,"Uniform(-Inf, Inf)"
data,68,4.8796997429726403e-11,"N(-50, 10)"
data,68,4.8796997429726403e-11,"N(-50, 50)"
data,68,4.8796997429726403e-11,"N(0, 50)"
data,68,4.8796997429726403e-11,"N(0, 10)"
data,69,2.1958251344749527e-11,"Uniform(-Inf, Inf)"
data,69,2.1958251344749527e-11,"N(-50, 10)"
data,69,2.1958251344749527e-11,"N(-50, 50)"
data,69,2.1958251344749527e-11,"N(0, 50)"
data,69,2.1958251344749527e-11,"N(0, 10)"
data,70,9.733027833563685e-12,"Uniform(-Inf, Inf)"
data,70,9.733027833563685e-12,"N(-50, 10)"
data,70,9.733027833563685e-12,"N(-50, 50)"
data,70,9.733027833563685e-12,"N(0, 50)"
data,70,9.733027833563685e-12,"N(0, 10)"
data,71,4.249557794867789e-12,"Uniform(-Inf, Inf)"
data,71,4.249557794867789e-12,"N(-50, 10)"
data,71,4.249557794867789e-12,"N(-50, 50)"
data,71,4.249557794867789e-12,"N(0, 50)"
data,71,4.249557794867789e-12,"N(0, 10)"
data,72,1.827616525180689e-12,"Uniform(-Inf, Inf)"
data,72,1.827616525180689e-12,"N(-50, 10)"
data,72,1.827616525180689e-12,"N(-50, 50)"
data,72,1.827616525180689e-12,"N(0, 50)"
data,72,1.827616525180689e-12,"N(0, 10)"
data,73,7.742335268789747e-13,"Uniform(-Inf, Inf)"
data,73,7.742335268789747e-13,"N(-50, 10)"
data,73,7.742335268789747e-13,"N(-50, 50)"
data,73,7.742335268789747e-13,"N(0, 50)"
data,73,7.742335268789747e-13,"N(0, 10)"
data,74,3.2307580317789783e-13,"Uniform(-Inf, Inf)"
data,74,3.2307580317789783e-13,"N(-50, 10)"
data,74,3.2307580317789783e-13,"N(-50, 50)"
data,74,3.2307580317789783e-13,"N(0, 50)"
data,74,3.2307580317789783e-13,"N(0, 10)"
data,75,1.3279522310735767e-13,"Uniform(-Inf, Inf)"
data,75,1.3279522310735767e-13,"N(-50, 10)"
data,75,1.3279522310735767e-13,"N(-50, 50)"
data,75,1.3279522310735767e-13,"N(0, 50)"
data,75,1.3279522310735767e-13,"N(0, 10)"
data,76,5.37657903867905e-14,"Uniform(-Inf, Inf)"
data,76,5.37657903867905e-14,"N(-50, 10)"
data,76,5.37657903867905e-14,"N(-50, 50)"
data,76,5.37657903867905e-14,"N(0, 50)"
data,76,5.37657903867905e-14,"N(0, 10)"
data,77,2.1442488091264585e-14,"Uniform(-Inf, Inf)"
data,77,2.1442488091264585e-14,"N(-50, 10)"
data,77,2.1442488091264585e-14,"N(-50, 50)"
data,77,2.1442488091264585e-14,"N(0, 50)"
data,77,2.1442488091264585e-14,"N(0, 10)"
data,78,8.423447664736092e-15,"Uniform(-Inf, Inf)"
data,78,8.423447664736092e-15,"N(-50, 10)"
data,78,8.423447664736092e-15,"N(-50, 50)"
data,78,8.423447664736092e-15,"N(0, 50)"
data,78,8.423447664736092e-15,"N(0, 10)"
data,79,3.2594937126480713e-15,"Uniform(-Inf, Inf)"
data,79,3.2594937126480713e-15,"N(-50, 10)"
data,79,3.2594937126480713e-15,"N(-50, 50)"
data,79,3.2594937126480713e-15,"N(0, 50)"
data,79,3.2594937126480713e-15,"N(0, 10)"
data,80,1.2423843577157516e-15,"Uniform(-Inf, Inf)"
data,80,1.2423843577157516e-15,"N(-50, 10)"
data,80,1.2423843577157516e-15,"N(-50, 50)"
data,80,1.2423843577157516e-15,"N(0, 50)"
data,80,1.2423843577157516e-15,"N(0, 10)"
data,81,4.664524335851871e-16,"Uniform(-Inf, Inf)"
data,81,4.664524335851871e-16,"N(-50, 10)"
data,81,4.664524335851871e-16,"N(-50, 50)"
data,81,4.664524335851871e-16,"N(0, 50)"
data,81,4.664524335851871e-16,"N(0, 10)"
data,82,1.7250604290988277e-16,"Uniform(-Inf, Inf)"
data,82,1.7250604290988277e-16,"N(-50, 10)"
data,82,1.7250604290988277e-16,"N(-50, 50)"
data,82,1.7250604290988277e-16,"N(0, 50)"
data,82,1.7250604290988277e-16,"N(0, 10)"
data,83,6.284154071280102e-17,"Uniform(-Inf, Inf)"
data,83,6.284154071280102e-17,"N(-50, 10)"
data,83,6.284154071280102e-17,"N(-50, 50)"
data,83,6.284154071280102e-17,"N(0, 50)"
data,83,6.284154071280102e-17,"N(0, 10)"
data,84,2.2549395135363452e-17,"Uniform(-Inf, Inf)"
data,84,2.2549395135363452e-17,"N(-50, 10)"
data,84,2.2549395135363452e-17,"N(-50, 50)"
data,84,2.2549395135363452e-17,"N(0, 50)"
data,84,2.2549395135363452e-17,"N(0, 10)"
data,85,7.970187361335982e-18,"Uniform(-Inf, Inf)"
data,85,7.970187361335982e-18,"N(-50, 10)"
data,85,7.970187361335982e-18,"N(-50, 50)"
data,85,7.970187361335982e-18,"N(0, 50)"
data,85,7.970187361335982e-18,"N(0, 10)"
data,86,2.774902486803331e-18,"Uniform(-Inf, Inf)"
data,86,2.774902486803331e-18,"N(-50, 10)"
data,86,2.774902486803331e-18,"N(-50, 50)"
data,86,2.774902486803331e-18,"N(0, 50)"
data,86,2.774902486803331e-18,"N(0, 10)"
data,87,9.516395496990546e-19,"Uniform(-Inf, Inf)"
data,87,9.516395496990546e-19,"N(-50, 10)"
data,87,9.516395496990546e-19,"N(-50, 50)"
data,87,9.516395496990546e-19,"N(0, 50)"
data,87,9.516395496990546e-19,"N(0, 10)"
data,88,3.2147173998535727e-19,"Uniform(-Inf, Inf)"
data,88,3.2147173998535727e-19,"N(-50, 10)"
data,88,3.2147173998535727e-19,"N(-50, 50)"
data,88,3.2147173998535727e-19,"N(0, 50)"
data,88,3.2147173998535727e-19,"N(0, 10)"
data,89,1.0696918336979595e-19,"Uniform(-Inf, Inf)"
data,89,1.0696918336979595e-19,"N(-50, 10)"
data,89,1.0696918336979595e-19,"N(-50, 50)"
data,89,1.0696918336979595e-19,"N(0, 50)"
data,89,1.0696918336979595e-19,"N(0, 10)"
data,90,3.5060662734978543e-20,"Uniform(-Inf, Inf)"
data,90,3.5060662734978543e-20,"N(-50, 10)"
data,90,3.5060662734978543e-20,"N(-50, 50)"
data,90,3.5060662734978543e-20,"N(0, 50)"
data,90,3.5060662734978543e-20,"N(0, 10)"
data,91,1.1319496858003683e-20,"Uniform(-Inf, Inf)"
data,91,1.1319496858003683e-20,"N(-50, 10)"
data,91,1.1319496858003683e-20,"N(-50, 50)"
data,91,1.1319496858003683e-20,"N(0, 50)"
data,91,1.1319496858003683e-20,"N(0, 10)"
data,92,3.599810892963338e-21,"Uniform(-Inf, Inf)"
data,92,3.599810892963338e-21,"N(-50, 10)"
data,92,3.599810892963338e-21,"N(-50, 50)"
data,92,3.599810892963338e-21,"N(0, 50)"
data,92,3.599810892963338e-21,"N(0, 10)"
data,93,1.1276590552476118e-21,"Uniform(-Inf, Inf)"
data,93,1.1276590552476118e-21,"N(-50, 10)"
data,93,1.1276590552476118e-21,"N(-50, 50)"
data,93,1.1276590552476118e-21,"N(0, 50)"
data,93,1.1276590552476118e-21,"N(0, 10)"
data,94,3.4795373124769885e-22,"Uniform(-Inf, Inf)"
data,94,3.4795373124769885e-22,"N(-50, 10)"
data,94,3.4795373124769885e-22,"N(-50, 50)"
data,94,3.4795373124769885e-22,"N(0, 50)"
data,94,3.4795373124769885e-22,"N(0, 10)"
data,95,1.0575739519812831e-22,"Uniform(-Inf, Inf)"
data,95,1.0575739519812831e-22,"N(-50, 10)"
data,95,1.0575739519812831e-22,"N(-50, 50)"
data,95,1.0575739519812831e-22,"N(0, 50)"
data,95,1.0575739519812831e-22,"N(0, 10)"
data,96,3.166252564991159e-23,"Uniform(-Inf, Inf)"
data,96,3.166252564991159e-23,"N(-50, 10)"
data,96,3.166252564991159e-23,"N(-50, 50)"
data,96,3.166252564991159e-23,"N(0, 50)"
data,96,3.166252564991159e-23,"N(0, 10)"
data,97,9.337399167556252e-24,"Uniform(-Inf, Inf)"
data,97,9.337399167556252e-24,"N(-50, 10)"
data,97,9.337399167556252e-24,"N(-50, 50)"
data,97,9.337399167556252e-24,"N(0, 50)"
data,97,9.337399167556252e-24,"N(0, 10)"
data,98,2.712388264955836e-24,"Uniform(-Inf, Inf)"
data,98,2.712388264955836e-24,"N(-50, 10)"
data,98,2.712388264955836e-24,"N(-50, 50)"
data,98,2.712388264955836e-24,"N(0, 50)"
data,98,2.712388264955836e-24,"N(0, 10)"
data,99,7.761101261863143e-25,"Uniform(-Inf, Inf)"
data,99,7.761101261863143e-25,"N(-50, 10)"
data,99,7.761101261863143e-25,"N(-50, 50)"
data,99,7.761101261863143e-25,"N(0, 50)"
data,99,7.761101261863143e-25,"N(0, 10)"
data,100,2.187461431053673e-25,"Uniform(-Inf, Inf)"
data,100,2.187461431053673e-25,"N(-50, 10)"
data,100,2.187461431053673e-25,"N(-50, 50)"
data,100,2.187461431053673e-25,"N(0, 50)"
data,100,2.187461431053673e-25,"N(0, 10)"
posterior,-100,5.061712135841086e-45,"N(-50, 10)"
posterior,-99,4.6168544917234285e-44,"N(-50, 10)"
posterior,-98,4.107525996251496e-43,"N(-50, 10)"
posterior,-97,3.564510048711629e-42,"N(-50, 10)"
posterior,-96,3.0172045579813116e-41,"N(-50, 10)"
posterior,-95,2.491122337378272e-40,"N(-50, 10)"
posterior,-94,2.006183923800843e-39,"N(-50, 10)"
posterior,-93,1.5759115010595104e-38,"N(-50, 10)"
posterior,-92,1.2074754045380286e-37,"N(-50, 10)"
posterior,-91,9.024229894398512e-37,"N(-50, 10)"
posterior,-90,6.578507845366556e-36,"N(-50, 10)"
posterior,-89,4.67767487394237e-35,"N(-50, 10)"
posterior,-88,3.2442779671105443e-34,"N(-50, 10)"
posterior,-87,2.194782409942865e-33,"N(-50, 10)"
posterior,-86,1.4482724648025176e-32,"N(-50, 10)"
posterior,-85,9.321685915463778e-32,"N(-50, 10)"
posterior,-84,5.852265854089574e-31,"N(-50, 10)"
posterior,-83,3.5837608189572155e-30,"N(-50, 10)"
